#Organism Name,Genus,Species,Serotype,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP,Genes,Host,Modify Date,other RNA,Pseudogene,RefSeq category,rRNA,tRNA
Haemophilus aegyptius,Haemophilus,aegyptius,NA,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC8135,SAMEA4557826,PRJEB6403,GCA_900450755.1,Contig,1.92296,38.1,,UGHG01,3,1747,2018-07-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/450/755/GCA_900450755.1_46514_C02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/450/755/GCF_900450755.1_46514_C02,1920,human,2021-09-04T00:00:00Z,4,80,,25,64
Haemophilus aegyptius,Haemophilus,aegyptius,NA,Bacteria;Proteobacteria;Gammaproteobacteria,CCUG 628,SAMN05219235,PRJNA302716,GCA_001679305.1,Scaffold,1.85641,37.9,,LZPG01,21,1731,2016-07-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/679/305/GCA_001679305.1_ASM167930v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/305/GCF_001679305.1_ASM167930v1,1862,Unknown,2021-07-23T00:00:00Z,4,78,,4,45
Haemophilus aegyptius,Haemophilus,aegyptius,NA,Bacteria;Proteobacteria;Gammaproteobacteria,CCUG 26840,SAMN05219236,PRJNA302716,GCA_001679335.1,Scaffold,1.92618,38.1,,LZPH01,32,1816,2016-07-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/679/335/GCA_001679335.1_ASM167933v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/679/335/GCF_001679335.1_ASM167933v1,1961,Homo sapiens,2021-07-23T00:00:00Z,4,90,,4,47
Haemophilus aegyptius,Haemophilus,aegyptius,NA,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC8502,SAMEA4076725,PRJEB6403,GCA_900475885.1,Complete,1.99326,38.3,chromosome 1:NZ_LS483429.1/LS483429.1,,1,1877,2018-06-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/475/885/GCA_900475885.1_49595_C01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/475/885/GCF_900475885.1_49595_C01,2037,human,2021-12-15T00:00:00Z,4,81,representative,19,56
Haemophilus aegyptius,Haemophilus,aegyptius,NA,Bacteria;Proteobacteria;Gammaproteobacteria,FDAARGOS_1478,SAMN20888895,PRJNA231221,GCA_019930905.1,Complete,1.99327,38.3,chromosome:NZ_CP082857.1/CP082857.1,,1,1877,2021-09-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/930/905/GCA_019930905.1_ASM1993090v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/930/905/GCF_019930905.1_ASM1993090v1,2044,human,2021-09-24T00:00:00Z,4,88,,19,56
Haemophilus aegyptius,Haemophilus,aegyptius,NA,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC8134,SAMEA26395168,PRJEB6403,GCA_900637765.1,Complete,1.99324,38.3,chromosome 1:NZ_LR134395.1/LR134395.1,,1,1877,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/765/GCA_900637765.1_52579_G01,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/765/GCF_900637765.1_52579_G01,2041,human,2021-12-16T00:00:00Z,4,85,,19,56
Haemophilus aegyptius ATCC 11116,Haemophilus,aegyptius,NA,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 11116,SAMN00260259,PRJNA53049,GCA_000195005.1,Scaffold,1.96358,38.3,,AFBC01,22,2020,2011-04-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/005/GCA_000195005.1_ASM19500v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/195/005/GCF_000195005.1_ASM19500v1,2072,Homo sapiens,2013-09-17T00:00:00Z,6,0,,3,43
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,CCUG 4438,SAMN06308731,PRJNA302716,GCA_002015155.1,Scaffold,1.53471,37.7,,MUYD01,19,1375,2017-03-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/015/155/GCA_002015155.1_ASM201515v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/015/155/GCF_002015155.1_ASM201515v1,1513,Homo sapiens,2021-05-05T00:00:00Z,4,90,,4,40
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,ATCC 33940,SAMN02983000,PRJEB16819,GCA_900109315.1,Contig,1.57656,37.8,,FOJC01,18,1422,2016-10-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/109/315/GCA_900109315.1_IMG-taxon_2597490374_annotated_assembly,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/109/315/GCF_900109315.1_IMG-taxon_2597490374_annotated_assembly,1559,human,2022-01-19T00:00:00Z,4,85,,9,39
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,VAN2,SAMN04632440,PRJNA318024,GCA_001647695.1,Complete,1.58962,37.9,chromosome:NZ_CP015425.1/CP015425.1,,1,1402,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/695/GCA_001647695.1_ASM164769v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/695/GCF_001647695.1_ASM164769v1,1552,Homo sapiens,2022-06-05T00:00:00Z,4,76,representative,19,51
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,GHA9,SAMN04632449,PRJNA318024,GCA_001647915.1,Complete,1.7755,38.2,chromosome:NZ_CP015434.1/CP015434.1,,1,1610,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/915/GCA_001647915.1_ASM164791v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/915/GCF_001647915.1_ASM164791v1,1772,Homo sapiens,2022-06-05T00:00:00Z,4,89,,19,50
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,GHA8,SAMN04632448,PRJNA318024,GCA_001647895.1,Complete,1.76992,38.2,chromosome:NZ_CP015433.1/CP015433.1,,1,1600,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/895/GCA_001647895.1_ASM164789v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/895/GCF_001647895.1_ASM164789v1,1762,Homo sapiens,2022-06-05T00:00:00Z,4,89,,19,50
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,GHA5,SAMN04632447,PRJNA318024,GCA_001647875.1,Complete,1.73856,38.2,chromosome:NZ_CP015432.1/CP015432.1,,1,1569,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/875/GCA_001647875.1_ASM164787v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/875/GCF_001647875.1_ASM164787v1,1732,Homo sapiens,2022-06-05T00:00:00Z,4,91,,19,49
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,GHA3,SAMN04632446,PRJNA318024,GCA_001647855.1,Complete,1.73854,38.2,chromosome:NZ_CP015431.1/CP015431.1,,1,1573,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/855/GCA_001647855.1_ASM164785v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/855/GCF_001647855.1_ASM164785v1,1729,Homo sapiens,2022-06-05T00:00:00Z,4,84,,19,49
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,FDAARGOS_297,SAMN06173310,PRJNA231221,GCA_002208665.2,Complete,1.70131,38.2,chromosome:NZ_CP022037.2/CP022037.2,,1,1534,2017-06-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/665/GCA_002208665.2_ASM220866v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/665/GCF_002208665.2_ASM220866v2,1691,Homo sapiens,2021-10-26T00:00:00Z,4,84,,19,50
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,VAN4,SAMN04632442,PRJNA318024,GCA_001647765.1,Complete,1.67305,38.1,chromosome:NZ_CP015427.1/CP015427.1,,1,1493,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/765/GCA_001647765.1_ASM164776v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/765/GCF_001647765.1_ASM164776v1,1653,Homo sapiens,2022-06-05T00:00:00Z,4,88,,19,49
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,VAN5,SAMN04632443,PRJNA318024,GCA_001647795.1,Complete,1.66748,38.1,chromosome:NZ_CP015428.1/CP015428.1,,1,1485,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/795/GCA_001647795.1_ASM164779v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/795/GCF_001647795.1_ASM164779v1,1643,Homo sapiens,2022-06-05T00:00:00Z,4,86,,19,49
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,VAN1,SAMN04632439,PRJNA318024,GCA_001647655.1,Complete,1.66745,38.1,chromosome:NZ_CP015424.1/CP015424.1,,1,1484,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/655/GCA_001647655.1_ASM164765v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/655/GCF_001647655.1_ASM164765v1,1642,Homo sapiens,2022-06-05T00:00:00Z,4,86,,19,49
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,VAN3,SAMN04632441,PRJNA318024,GCA_001647735.1,Complete,1.6671,38.1,chromosome:NZ_CP015426.1/CP015426.1,,1,1483,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/735/GCA_001647735.1_ASM164773v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/735/GCF_001647735.1_ASM164773v1,1641,Homo sapiens,2022-06-05T00:00:00Z,4,86,,19,49
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,GHA2,SAMN04632445,PRJNA318024,GCA_001647835.1,Complete,1.63424,37.9,chromosome:NZ_CP015430.1/CP015430.1,,1,1413,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/835/GCA_001647835.1_ASM164783v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/835/GCF_001647835.1_ASM164783v1,1585,Homo sapiens,2022-06-05T00:00:00Z,4,100,,19,49
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,GHA1,SAMN04632444,PRJNA318024,GCA_001647815.1,Complete,1.62216,37.9,chromosome:NZ_CP015429.1/CP015429.1,,1,1422,2016-05-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/815/GCA_001647815.1_ASM164781v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/647/815/GCF_001647815.1_ASM164781v1,1574,Homo sapiens,2022-06-05T00:00:00Z,4,80,,19,49
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,NCTC11483,SAMEA4412686,PRJEB6403,GCA_900637315.1,Complete,1.59426,37.9,chromosome 1:NZ_LR134364.1/LR134364.1,,1,1399,2018-12-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/315/GCA_900637315.1_50618_G02,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/315/GCF_900637315.1_50618_G02,1552,Homo sapiens,2021-12-16T00:00:00Z,4,81,,19,49
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,CIP 54.2,SAMN03271828,PRJNA270894,GCA_001043455.1, Chromosome,1.55775,38,chromosome:NZ_CP011229.1/CP011229.1,,1,1355,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/455/GCA_001043455.1_ASM104345v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/455/GCF_001043455.1_ASM104345v1,1517,Homo sapiens,2021-09-03T00:00:00Z,4,105,,0,53
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,6644,SAMN03271823,PRJNA270894,GCA_001043335.1, Chromosome,1.76652,38.7,chromosome:NZ_CP011223.1/CP011223.1,,1,1588,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/335/GCA_001043335.1_ASM104333v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/335/GCF_001043335.1_ASM104333v1,1769,Homo sapiens,2021-09-03T00:00:00Z,4,131,,0,46
Haemophilus ducreyi,Haemophilus,ducreyi,NA,Bacteria;Proteobacteria;Gammaproteobacteria,82-029362,SAMN03271822,PRJNA270894,GCA_001043315.1, Chromosome,1.66815,38.3,chromosome:NZ_CP011222.1/CP011222.1,,1,1480,2015-06-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/043/315/GCA_001043315.1_ASM104331v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/043/315/GCF_001043315.1_ASM104331v1,1652,Homo sapiens,2021-09-03T00:00:00Z,4,116,,0,52
